accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,kappa,roc_auc_ovr_macro,roc_auc_available,train_time,test_time,classifier,family,arm,signed,hash_seed,split,m,k,corpus,embed_seconds
0.8073510773130546,0.6811963076429144,0.7994278216961345,0.8073510773130546,0.795533225368881,0.7183486201510276,0.6811963076429144,0.6802609892836496,0.7647044280249584,0.763622996734068,0.9736604881298018,True,193.42293286696076,0.01953012601006776,LR,xxhash,xxhash,False,0,0,27038,3,dedup,0.8959015569998883
0.7820025348542459,0.6631005172700419,0.767435897522986,0.7820025348542459,0.7734969190841526,0.6658501925888749,0.6631005172700419,0.6619351375575596,0.732565071759187,0.7323287211905443,0.9797716219087892,True,173.13865445001284,0.019327419984620064,LR,xxhash,xxhash,False,0,1,27038,3,dedup,0.8959015569998883
0.7908745247148289,0.6360296614385151,0.7833600738217645,0.7908745247148289,0.7795625163753056,0.7085246814726274,0.6360296614385151,0.6467944037757709,0.7446989755099183,0.7435586810069732,0.9674175367210706,True,174.3894532030099,0.019176339963451028,LR,xxhash,xxhash,False,0,2,27038,3,dedup,0.8959015569998883
0.7845373891001267,0.6429989280847974,0.7744186435264775,0.7845373891001267,0.7774148101880675,0.642502829427749,0.6429989280847974,0.6387787799542703,0.7365276881330514,0.7362091446709842,0.974204242519366,True,164.63070738798706,0.019617017009295523,LR,xxhash,xxhash,False,0,3,27038,3,dedup,0.8959015569998883
0.8035487959442332,0.6827811526839032,0.7942811734514964,0.8035487959442332,0.7945477050365027,0.7042561492785445,0.6827811526839032,0.679645272594228,0.7597301521015551,0.7592798176514356,0.9729081089559561,True,185.70684618502855,0.0181152630248107,LR,xxhash,xxhash,False,0,4,27038,3,dedup,0.8959015569998883
0.8010139416983524,0.6673921591364457,0.7861407182397688,0.8010139416983524,0.7810346528858073,0.7010641365430423,0.6673921591364457,0.658916267342525,0.7577307099950676,0.7554613686882845,0.9809799802973459,True,0.35054330504499376,0.059469892003107816,RF,xxhash,xxhash,False,0,0,27038,3,dedup,0.8959015569998883
0.7984790874524715,0.6577705360983116,0.7840450224834935,0.7984790874524715,0.7866502892293381,0.6745636179366882,0.6577705360983116,0.6582739229770767,0.7530580037521787,0.7522591729531183,0.978742085599492,True,0.33290559804299846,0.0585352600319311,RF,xxhash,xxhash,False,0,1,27038,3,dedup,0.8959015569998883
0.7921419518377694,0.6259479948125701,0.7838935040850581,0.7921419518377694,0.7820962287065998,0.6986952134854723,0.6259479948125701,0.6365170490011762,0.7458151527946706,0.7450109073281086,0.9478392707509791,True,0.34856992901768535,0.06080874300096184,RF,xxhash,xxhash,False,0,2,27038,3,dedup,0.8959015569998883
0.7946768060836502,0.6275327074756825,0.7844235640304997,0.7946768060836502,0.7836888244082051,0.6504826197885408,0.6275327074756825,0.6271711217760634,0.7488118024105435,0.7477885273752982,0.9606148985436577,True,0.3342000659904443,0.07120188896078616,RF,xxhash,xxhash,False,0,3,27038,3,dedup,0.8959015569998883
0.7845373891001267,0.6257100584498955,0.7711993163585859,0.7845373891001267,0.7702191144256118,0.635413410493459,0.6257100584498955,0.6181592024688863,0.7365078945239751,0.7355361146108754,0.9581399352514549,True,0.34299163398100063,0.06931681698188186,RF,xxhash,xxhash,False,0,4,27038,3,dedup,0.8959015569998883
