family,seed,m,U,k,m_murmur_equiv,collision_pct,occupied_buckets,load_factor,chi2_over_df,chi2_p,avalanche_mean,avalanche_sd,output_bits,max_bucket_load,hashes_per_sec,pairwise_collision_rate_m64,pairwise_collision_ratio,nmi_vs_seed0
tabulation,0,28111,3492,3,27235,0.0564146620847652,3295,0.12422183486891253,0.9926519649731477,0.8079773448085447,0.503085097266261,0.06565338146137598,63,3,1298421.2428753662,0.01565954126696742,1.0022106410859148,
tabulation,1,28111,3492,3,27235,0.061855670103092786,3276,0.12422183486891253,1.0029616100713812,0.3618286914176678,0.5001856771502843,0.06308790762373119,63,3,1284307.5004873625,0.01605965730061718,1.0278180672394994,0.15336642246886992
tabulation,2,28111,3492,3,27235,0.06242840778923253,3274,0.12422183486891253,1.002388852010368,0.3875181980701225,0.504194399215395,0.0650782957492223,63,3,1290699.3471413313,0.01550449630392814,0.9922877634514009,0.14796395655818922
