accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,kappa,roc_auc_ovr_macro,roc_auc_available,train_time,test_time,classifier,family,arm,signed,hash_seed,split,m,k,corpus,embed_seconds
0.8035487959442332,0.6824275238842158,0.7948633484613851,0.8035487959442332,0.7924200269156381,0.7168637513716769,0.6824275238842158,0.6814702624577046,0.7600074119748521,0.7590365006649918,0.9729194586022362,True,185.1209906170261,0.01956944796256721,LR,fnv1a,fnv1a,False,0,0,22674,3,dedup,0.8957681200117804
0.7807351077313055,0.6614247815100572,0.7657302233532581,0.7807351077313055,0.7719055967014786,0.6581123388038281,0.6614247815100572,0.6572373967534524,0.730992534626815,0.7307491256551422,0.9791750600738812,True,164.71881924802437,0.020038606016896665,LR,fnv1a,fnv1a,False,0,1,22674,3,dedup,0.8957681200117804
0.788339670468948,0.6344140109606601,0.7796898598709933,0.788339670468948,0.7762618021741307,0.7051911633670179,0.6344140109606601,0.6440399481050192,0.7416682640938919,0.7404549027023513,0.9675828663519815,True,154.3485392430448,0.01946855097776279,LR,fnv1a,fnv1a,False,0,2,22674,3,dedup,0.8957681200117804
0.7896070975918885,0.6570296532572165,0.783055776091445,0.7896070975918885,0.7844122810185084,0.6551587758272576,0.6570296532572165,0.6522709780028513,0.7428686250764606,0.7426230152491746,0.9742172516079688,True,164.05045537400292,0.018958492029923946,LR,fnv1a,fnv1a,False,0,3,22674,3,dedup,0.8957681200117804
0.7997465145754119,0.6813326815307486,0.7884607076477599,0.7997465145754119,0.7909310073257273,0.6785155312782731,0.6813326815307486,0.6736739647950594,0.7550789686493958,0.7546525908081809,0.9717228345913645,True,173.60620307794306,0.01925594301428646,LR,fnv1a,fnv1a,False,0,4,22674,3,dedup,0.8957681200117804
0.8086185044359949,0.6811074525427551,0.7965939302250553,0.8086185044359949,0.7918497028062419,0.7193074361130498,0.6811074525427551,0.677886797379324,0.7665473610719197,0.7647389872277908,0.9775547625662036,True,0.3384416149929166,0.07065862999297678,RF,fnv1a,fnv1a,False,0,0,22674,3,dedup,0.8957681200117804
0.7997465145754119,0.6685135820129188,0.7857586057176701,0.7997465145754119,0.7890688543290384,0.6798677562918,0.6685135820129188,0.6678394180620766,0.7546028035101962,0.7539445999344705,0.9796731510963991,True,0.30852773698279634,0.04876484000124037,RF,fnv1a,fnv1a,False,0,1,22674,3,dedup,0.8957681200117804
0.7908745247148289,0.6276499656241618,0.7866823664565595,0.7908745247148289,0.7814726861174938,0.713438279518607,0.6276499656241618,0.6405920647216182,0.7443165481220393,0.7434444676549068,0.9605160012059596,True,0.31846605899045244,0.05869857297511771,RF,fnv1a,fnv1a,False,0,2,22674,3,dedup,0.8957681200117804
0.8022813688212928,0.6340466622489731,0.7938436076619093,0.8022813688212928,0.7911372570008449,0.6551710638431844,0.6340466622489731,0.6311774639886204,0.7583997822159055,0.7573164504050838,0.9447601446605123,True,0.31955878395820037,0.06882912997389212,RF,fnv1a,fnv1a,False,0,3,22674,3,dedup,0.8957681200117804
0.7934093789607097,0.6486233445525342,0.7821326233697531,0.7934093789607097,0.7799663296777641,0.6433456845742372,0.6486233445525342,0.6327286300213407,0.7473980753455837,0.7464328034211963,0.9513230158913977,True,0.3300775599782355,0.05981050303671509,RF,fnv1a,fnv1a,False,0,4,22674,3,dedup,0.8957681200117804
