family,seed,m,U,k,m_murmur_equiv,collision_pct,occupied_buckets,load_factor,chi2_over_df,chi2_p,avalanche_mean,avalanche_sd,output_bits,max_bucket_load,hashes_per_sec,pairwise_collision_rate_m64,pairwise_collision_ratio,nmi_vs_seed0
sha256,0,28798,3492,3,27235,0.059851088201603675,3283,0.12125842072366136,1.0059242759513303,0.238153854678886,0.5005155218956209,0.06196955627133921,64,4,1333394.9559325639,0.015839593482109813,1.013733982855028,
sha256,1,28798,3492,3,27235,0.059851088201603675,3283,0.12125842072366136,1.0013422153518363,0.4349588332360016,0.49732865926814634,0.06327350483080864,64,3,1360558.5299635786,0.015649538366126176,1.0015704554320752,0.15108923687969644
sha256,2,28798,3492,3,27235,0.05727376861397482,3292,0.12125842072366136,0.9973329123272794,0.6245831554716185,0.5006420590881824,0.06269265496606814,64,3,1362420.1508871817,0.015759570275379862,1.0086124976243112,0.15283246067611655
