family,seed,m,U,k,m_murmur_equiv,collision_pct,occupied_buckets,load_factor,chi2_over_df,chi2_p,avalanche_mean,avalanche_sd,output_bits,max_bucket_load,hashes_per_sec,pairwise_collision_rate_m64,pairwise_collision_ratio,nmi_vs_seed0
murmur,0,27235,3492,3,27235,0.05756013745704469,3291,0.12821736735817882,0.9926667326175144,0.8037176183806608,0.4999531343731254,0.08861174118754514,32,4,8059583.0968467565,0.015724560122435505,1.0063718478358723,
murmur,1,27235,3492,3,27235,0.06042382588774342,3281,0.12821736735817882,0.9955305261994369,0.6982844814389807,0.4994094931013797,0.08787954085208302,32,3,8116457.158815734,0.015644536915705554,1.0012503626051554,0.15114746913031243
murmur,2,27235,3492,3,27235,0.059851088201603675,3283,0.12821736735817882,0.9978215610649751,0.5992993450255482,0.5007029844031193,0.08736055207946908,32,3,7996519.348796106,0.01603465004851407,1.0262176031049004,0.1585788493689538
