config_id,rank,alpha,lr,targets,weighted,corpus,split,epoch,train_loss,val_accuracy,val_f1_macro,val_balanced_accuracy,trainable_params,seconds,batch,accum,weight_decay,warmup_frac,optimizer,scheduler,max_epochs,head_joint,best_val_f1_macro,best_epoch,test_accuracy,test_balanced_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_precision_macro,test_recall_macro,test_f1_macro,test_mcc,test_kappa,test_roc_auc_ovr_macro,test_roc_auc_available,test_roc_auc_ovr_weighted,test_roc_auc_ovo_macro,test_roc_auc_hardlabel_ovr_weighted,test_roc_auc_hardlabel_ovr_macro
3,16,32,0.0003,qv,False,dedup,0,5,0.9091543455388487,0.7084468664850136,0.27534728281326226,0.3057178932178932,4371222,207.93970544310287,4,4,0.01,0.06,AdamW,cosine,12,True,0.2909041063356278,2,0.6539923954372624,0.26825256127757496,0.590779587960986,0.6539923954372624,0.6056948355437973,0.23446986857674726,0.26825256127757496,0.2381121377699362,0.5833944587014406,0.5705339091528991,0.9002443600320622,True,0.9501968236614649,0.7801231857613538,0.8093141725943589,0.6254587430294403
