config_id,rank,alpha,lr,targets,weighted,corpus,split,epoch,train_loss,val_accuracy,val_f1_macro,val_balanced_accuracy,trainable_params,seconds,batch,accum,weight_decay,warmup_frac,optimizer,scheduler,max_epochs,head_joint
1,8,16,0.0003,qv,False,dedup,4,1,2.50779500765645,0.3978201634877384,0.028460038986354776,0.05,3019542,114.91955547197722,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,2,1.6004149801750749,0.5967302452316077,0.17425685530657362,0.20711889624434687,3019542,113.31288970302558,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,3,1.2086440407412895,0.6376021798365122,0.21848587780983425,0.279430148638512,3019542,113.3843471930013,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,4,1.0181265860351825,0.6430517711171662,0.2225663597742094,0.27832313764902084,3019542,113.3935241069994,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,5,0.9662545741518008,0.6457765667574932,0.26068737943562065,0.30734185921424567,3019542,113.39307853300124,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,6,0.9114680587948026,0.6948228882833788,0.3181077977971004,0.3416487243430286,3019542,113.39447887003189,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,7,0.8453307025290838,0.7465940054495913,0.3976188461194489,0.4215977823346245,3019542,113.40271540899994,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,8,0.7759713625286089,0.7057220708446866,0.39975640063704776,0.44749677223361434,3019542,113.61021568998694,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,9,0.7253876282794289,0.6839237057220708,0.3374706000844612,0.3763387828225607,3019542,113.57027692499105,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,10,0.6806814878519895,0.6920980926430518,0.3640906209944858,0.4076010673216873,3019542,113.22617808304494,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,11,0.6771448816087523,0.6975476839237057,0.3810684048220252,0.4158013027587649,3019542,113.17423535702983,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,12,0.6077913190655755,0.7138964577656676,0.4012500995800916,0.42444670414100844,3019542,113.17088370199781,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,13,0.572183976882254,0.7547683923705722,0.4311009537846975,0.48213342093298833,3019542,113.43358797696419,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,14,0.5338937372816082,0.7220708446866485,0.4252048073466817,0.45628296145094993,3019542,113.45943547401112,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,15,0.5103600132838635,0.7057220708446866,0.42018786221812254,0.4559149960829846,3019542,113.39936935500009,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,16,0.48749729675680853,0.7493188010899182,0.43353333015285694,0.48287413635791426,3019542,113.42343576898566,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,17,0.4571554018490607,0.7493188010899182,0.4113779502468954,0.4534094898932678,3019542,113.5087210490019,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,18,0.4325680790491432,0.7465940054495913,0.42090537617997675,0.4694020470437197,3019542,113.46847162098857,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,19,0.4064037997522578,0.7520435967302452,0.4073483027601259,0.46702565150942943,3019542,113.49721425498137,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,20,0.3831281179357219,0.7656675749318801,0.4515347029082411,0.48932268196435463,3019542,113.45568148401799,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,21,0.36245010922365234,0.7438692098092643,0.43975608374662395,0.4972635189051916,3019542,113.44858795101754,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,22,0.3346776380754897,0.7329700272479565,0.44713088815687335,0.49918514114260326,3019542,113.44819154200377,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,23,0.3113370321199474,0.7438692098092643,0.4638494293786363,0.5116875334871008,3019542,113.49150268401718,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,24,0.2980335978668138,0.7656675749318801,0.4912579653751579,0.5238734528309149,3019542,113.43774003296858,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,25,0.28607882113564026,0.7683923705722071,0.5051880162750559,0.5290713718709392,3019542,113.50678817101289,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,26,0.27552193075636117,0.7520435967302452,0.5032923704041518,0.5233758451754126,3019542,113.4969416789827,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,27,0.2621408867354425,0.7656675749318801,0.5073245341376614,0.5324189073763695,3019542,113.48329289298272,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,28,0.25722544920743373,0.7547683923705722,0.48361779767904345,0.5305187023182697,3019542,113.551768395002,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,29,0.2533065057571983,0.7520435967302452,0.5019387672268404,0.5231031179026853,3019542,113.47973741299938,4,4,0.01,0.06,AdamW,cosine,30,True
1,8,16,0.0003,qv,False,dedup,4,30,0.2495571313086499,0.7520435967302452,0.5019387672268404,0.5231031179026853,3019542,113.51053657900775,4,4,0.01,0.06,AdamW,cosine,30,True
