config_id,rank,alpha,lr,targets,weighted,corpus,split,epoch,train_loss,val_accuracy,val_f1_macro,val_balanced_accuracy,trainable_params,seconds,batch,accum,weight_decay,warmup_frac,optimizer,scheduler,max_epochs,head_joint,best_val_f1_macro,best_epoch,test_accuracy,test_balanced_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_precision_macro,test_recall_macro,test_f1_macro,test_mcc,test_kappa,test_roc_auc_ovr_macro,test_roc_auc_available,test_roc_auc_ovr_weighted,test_roc_auc_ovo_macro,test_roc_auc_hardlabel_ovr_weighted,test_roc_auc_hardlabel_ovr_macro
1,8,16,0.0003,qv,False,dedup,4,30,0.2495571313086499,0.7520435967302452,0.5019387672268404,0.5231031179026853,3019542,113.51053657900775,4,4,0.01,0.06,AdamW,cosine,30,True,0.5073245341376614,27,0.743979721166033,0.4823153625228764,0.7210307570020834,0.743979721166033,0.7285177705173218,0.4786896097032285,0.4823153625228764,0.47283118757679116,0.6860599716429003,0.6852793481974128,0.9669939968065396,True,0.9766797589645267,0.9327463237733122,0.8613201929311926,0.7348540536674015
