config_id,rank,alpha,lr,targets,weighted,corpus,split,epoch,train_loss,val_accuracy,val_f1_macro,val_balanced_accuracy,trainable_params,seconds,batch,accum,weight_decay,warmup_frac,optimizer,scheduler,max_epochs,head_joint,best_val_f1_macro,best_epoch,test_accuracy,test_balanced_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_precision_macro,test_recall_macro,test_f1_macro,test_mcc,test_kappa,test_roc_auc_ovr_macro,test_roc_auc_available,test_roc_auc_ovr_weighted,test_roc_auc_ovo_macro,test_roc_auc_hardlabel_ovr_weighted,test_roc_auc_hardlabel_ovr_macro
6,16,32,0.0003,qkvd,False,dedup,0,9,0.7701416551540403,0.7029972752043597,0.315834696791618,0.33785473785473785,13832982,144.92830141697777,4,4,0.01,0.06,AdamW,cosine,12,True,0.3529046493497992,6,0.6514575411913816,0.29983471025231995,0.5972677028004081,0.6514575411913816,0.6170225796930016,0.26158461697456886,0.29983471025231995,0.27142035242348134,0.5719837121274841,0.568000907899924,0.9274278242833858,True,0.9538610637609977,0.8353790543909089,0.8076294763457517,0.6411732404146032
