config_id,rank,alpha,lr,targets,weighted,corpus,split,epoch,train_loss,val_accuracy,val_f1_macro,val_balanced_accuracy,trainable_params,seconds,batch,accum,weight_decay,warmup_frac,optimizer,scheduler,max_epochs,head_joint,best_val_f1_macro,best_epoch,test_accuracy,test_balanced_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_precision_macro,test_recall_macro,test_f1_macro,test_mcc,test_kappa,test_roc_auc_ovr_macro,test_roc_auc_available,test_roc_auc_ovr_weighted,test_roc_auc_ovo_macro,test_roc_auc_hardlabel_ovr_weighted,test_roc_auc_hardlabel_ovr_macro
1,8,16,0.0003,qv,False,dedup,4,53,0.2089701828560054,0.7493188010899182,0.496354849657514,0.5097502281024271,3019542,112.9003214869881,4,4,0.01,0.06,AdamW,cosine,80,True,0.5343580035205904,43,0.743979721166033,0.5167767407593052,0.7403786908374571,0.743979721166033,0.72680593111222,0.5267199834442459,0.5167767407593052,0.4991372483183328,0.6893989268475376,0.6862118933051922,0.9593271168775671,True,0.9724589863541051,0.9215845254321493,0.862011726844688,0.7521161761453203
