config_id,rank,alpha,lr,targets,weighted,corpus,split,epoch,train_loss,val_accuracy,val_f1_macro,val_balanced_accuracy,trainable_params,seconds,batch,accum,weight_decay,warmup_frac,optimizer,scheduler,max_epochs,head_joint
11,8,16,0.0003,qv,True,dedup,0,1,3.015374112388362,0.09809264305177112,0.008507621410847217,0.047619047619047616,3019542,52.732061533024535,4,4,0.01,0.06,AdamW,cosine,12,True
11,8,16,0.0003,qv,True,dedup,0,2,2.284015269484371,0.6103542234332425,0.21951960443204885,0.2528714010856868,3019542,52.35504553001374,4,4,0.01,0.06,AdamW,cosine,12,True
11,8,16,0.0003,qv,True,dedup,0,3,1.7386998293868206,0.5994550408719346,0.22752441187091643,0.28444564694564695,3019542,52.35246310697403,4,4,0.01,0.06,AdamW,cosine,12,True
11,8,16,0.0003,qv,True,dedup,0,4,1.5839076321065912,0.6158038147138964,0.27483058136285166,0.32356644678073254,3019542,52.331111475941725,4,4,0.01,0.06,AdamW,cosine,12,True
11,8,16,0.0003,qv,True,dedup,0,5,1.3679176565581102,0.6975476839237057,0.35655580457295966,0.3968683432969148,3019542,52.196291151922196,4,4,0.01,0.06,AdamW,cosine,12,True
11,8,16,0.0003,qv,True,dedup,0,6,1.279252020842092,0.6920980926430518,0.3821692076021614,0.44351680065965776,3019542,52.162722538923845,4,4,0.01,0.06,AdamW,cosine,12,True
11,8,16,0.0003,qv,True,dedup,0,7,1.1906318045740076,0.7057220708446866,0.43426424037366285,0.4841750841750842,3019542,52.358416196890175,4,4,0.01,0.06,AdamW,cosine,12,True
11,8,16,0.0003,qv,True,dedup,0,8,1.0514092649203162,0.7084468664850136,0.44257093421451416,0.4929353054353055,3019542,52.38596401095856,4,4,0.01,0.06,AdamW,cosine,12,True
11,8,16,0.0003,qv,True,dedup,0,9,0.9892324910079364,0.7220708446866485,0.4299905791914371,0.5093898165326737,3019542,52.354877684032544,4,4,0.01,0.06,AdamW,cosine,12,True
11,8,16,0.0003,qv,True,dedup,0,10,0.8778781280626667,0.7166212534059946,0.42879001547719714,0.49808029272314985,3019542,52.37925560306758,4,4,0.01,0.06,AdamW,cosine,12,True
11,8,16,0.0003,qv,True,dedup,0,11,0.8418896073126234,0.7166212534059946,0.4271211968893022,0.4914235896378754,3019542,52.389180911006406,4,4,0.01,0.06,AdamW,cosine,12,True
