accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,kappa,roc_auc_ovr_macro,roc_auc_available,train_time,test_time,classifier,corpus,model,regime,pooling,split,dim
0.8485714285714285,0.6623975620922747,0.8445958844074561,0.8485714285714285,0.8352398723853331,0.7324641194569249,0.6623975620922747,0.6589791255239167,0.7958966078734959,0.7941517900903106,0.9857814467697342,True,382.413839797955,0.04812762187793851,LR,raw,Murmur2Vec,m2v_full,-,3,27235
0.8471428571428572,0.6875067372106175,0.8445978859981105,0.8471428571428572,0.8350394042878564,0.763750742751533,0.6875067372106175,0.6874802209848215,0.793498157634416,0.7921616483514451,0.9870907329528255,True,345.9590582100209,0.05618769093416631,LR,raw,Murmur2Vec,m2v_full,-,4,27235
0.8504761904761905,0.6571520933949618,0.837390043850306,0.8504761904761905,0.8324889192701614,0.6977977847610795,0.6571520933949618,0.6500476270916259,0.7982670771828512,0.7962439547583711,0.9786641235606841,True,1.5231547730509192,0.10155050689354539,RF,raw,Murmur2Vec,m2v_full,-,0,27235
0.8566666666666667,0.6844377766769604,0.8469637462505685,0.8566666666666667,0.839799201921783,0.7567462212086628,0.6844377766769604,0.6813871438650458,0.8067646847506188,0.8046766968267766,0.9809173872054853,True,1.4397185700945556,0.10956331482157111,RF,raw,Murmur2Vec,m2v_full,-,1,27235
0.8504761904761905,0.6714160774715373,0.8438132634495003,0.8504761904761905,0.8384128503776064,0.7174060577346459,0.6714160774715373,0.6713877106370488,0.7975095047906151,0.796173413953126,0.9784105052192185,True,1.40379941300489,0.11249485495500267,RF,raw,Murmur2Vec,m2v_full,-,2,27235
0.8504761904761905,0.6540051278593245,0.8427802158545831,0.8504761904761905,0.8344096801657156,0.696218450347822,0.6540051278593245,0.6463749682119584,0.7985252455248858,0.796550051649259,0.9827517677800522,True,1.504465047037229,0.1101522920653224,RF,raw,Murmur2Vec,m2v_full,-,3,27235
0.8442857142857143,0.6716378259080029,0.8365527907763187,0.8442857142857143,0.8289014813116183,0.726188669253058,0.6716378259080029,0.6683301441632497,0.7900402848296366,0.7880433876759592,0.9838466431542835,True,1.4295668499544263,0.09980702889151871,RF,raw,Murmur2Vec,m2v_full,-,4,27235
0.8485714285714285,0.6681782867827392,0.8423748984349185,0.8485714285714285,0.8364798606015494,0.7135549475517533,0.6681782867827392,0.6670333093165043,0.7958384621438674,0.7941040628528334,0.9261657541120244,True,1.243930091150105,0.008989204885438085,DT,raw,Murmur2Vec,m2v_full,-,0,27235
0.849047619047619,0.6900138141212186,0.8517034667172708,0.849047619047619,0.8422383094222227,0.7483814159931396,0.6900138141212186,0.6930044071715773,0.7963259968402788,0.7950196897490446,0.9255794735250423,True,1.2829031269066036,0.00913055008277297,DT,raw,Murmur2Vec,m2v_full,-,1,27235
0.84,0.6662167255155146,0.839280009901859,0.84,0.8307769139046214,0.6866966309390474,0.6662167255155146,0.6618700492855494,0.7844622575910499,0.7825451828950336,0.9276750405531864,True,1.222412200178951,0.009187958901748061,DT,raw,Murmur2Vec,m2v_full,-,2,27235
0.84,0.6568984888165476,0.8397532728856927,0.84,0.8303781764465981,0.69956420261952,0.6568984888165476,0.6500668958859821,0.7846525072094195,0.7828538895343022,0.9323843728982378,True,1.33517168299295,0.009146710857748985,DT,raw,Murmur2Vec,m2v_full,-,3,27235
