accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,kappa,roc_auc_ovr_macro,roc_auc_available,train_time,test_time,classifier,split,corpus,embedding,protocol,identity,n_clusters,target_class,n_shots,class_support
0.7782002534854245,0.649438588534555,0.7719686391675888,0.7782002534854245,0.7739566547751933,0.6426760400097473,0.649438588534555,0.6428390142887096,0.7283440485435424,0.7281779506694411,0.8192803489027867,True,0.6204285399289802,0.005141307017765939,DT,1,dedup,Murmur2Vec,stratified,,,,,
0.779467680608365,0.6767480990515522,0.7796340022561654,0.779467680608365,0.7756164502349782,0.6935922862067755,0.6767480990515522,0.6694082178988906,0.731072676676827,0.7304740645632468,0.8329978078636384,True,0.6698643969139084,0.005486238049343228,DT,2,dedup,Murmur2Vec,stratified,,,,,
0.7718631178707225,0.6374063037636429,0.7696767815052314,0.7718631178707225,0.7667936042369567,0.6193930141356612,0.6374063037636429,0.6225523324708238,0.7222042268982433,0.7213753487222346,0.8131624160646758,True,0.667027577990666,0.005637187976390123,DT,3,dedup,Murmur2Vec,stratified,,,,,
0.7782002534854245,0.614329324080583,0.7681813685730428,0.7782002534854245,0.7690977167651873,0.6167296333601011,0.614329324080583,0.6075642094525834,0.7289790352024155,0.7282827944906791,0.8017382568462736,True,0.6731827710755169,0.005125732044689357,DT,4,dedup,Murmur2Vec,stratified,,,,,
0.8048162230671736,0.6802336329352822,0.7968107281463505,0.8048162230671736,0.7933056885140651,0.7150791451045102,0.6802336329352822,0.6786442714107106,0.7616247641974878,0.7605807256311785,0.9726443335198254,True,75.65622778201941,0.015868959948420525,LR,0,dedup,Spike2Vec,stratified,,,,,
0.7782002534854245,0.6611961921588733,0.7630532031907575,0.7782002534854245,0.7694429460353653,0.6587747809362783,0.6611961921588733,0.6576402110220663,0.7278749421021524,0.7276471435249748,0.9789262783328044,True,71.52358051110059,0.015591376926749945,LR,1,dedup,Spike2Vec,stratified,,,,,
0.7896070975918885,0.6360341047192777,0.7813646444403934,0.7896070975918885,0.7782455443507069,0.7068254390855777,0.6360341047192777,0.6463727643311891,0.7431465400114233,0.7420431090172845,0.967431508475567,True,73.83147041301709,0.01602729200385511,LR,2,dedup,Spike2Vec,stratified,,,,,
0.7832699619771863,0.6467128609260456,0.7770278108476124,0.7832699619771863,0.7785649558315826,0.6482178540166509,0.6467128609260456,0.6442545743027254,0.7350019135082346,0.7347831385931529,0.9743268057979747,True,73.29649636393879,0.01589788997080177,LR,3,dedup,Spike2Vec,stratified,,,,,
0.7984790874524715,0.6792804758476455,0.7873593074333709,0.7984790874524715,0.7894565757801797,0.6767219974074016,0.6792804758476455,0.671589211206377,0.7535606256041797,0.7530948997626423,0.9720029214121695,True,73.1679635499604,0.01583889196626842,LR,4,dedup,Spike2Vec,stratified,,,,,
0.8162230671736375,0.6982645633109327,0.8171501810950657,0.8162230671736375,0.8006431042635435,0.7364963242988503,0.6982645633109327,0.6898195265348656,0.7766752620799332,0.7744589913789535,0.9774586652553189,True,0.32610889500938356,0.058285078033804893,RF,0,dedup,Spike2Vec,stratified,,,,,
0.8035487959442332,0.6872879278792179,0.7866705807724992,0.8035487959442332,0.7905103363150476,0.6865794873479883,0.6872879278792179,0.6803699227102094,0.7596324541886906,0.7587079793384027,0.9596506172951177,True,0.2939522999804467,0.06864869396667928,RF,1,dedup,Spike2Vec,stratified,,,,,
0.8035487959442332,0.6614348612005104,0.7960213492278023,0.8035487959442332,0.7921786455027333,0.7108013857681548,0.6614348612005104,0.6611323733798501,0.7599122633883006,0.7591020027065198,0.9430494383726252,True,0.31856072694063187,0.05884290498215705,RF,2,dedup,Spike2Vec,stratified,,,,,
0.8086185044359949,0.6555481102014888,0.799923678426189,0.8086185044359949,0.7993780338597763,0.6586979949687827,0.6555481102014888,0.6495832340548221,0.766116382890411,0.7652775752895145,0.958757618890467,True,0.29255750798620284,0.05789535609073937,RF,3,dedup,Spike2Vec,stratified,,,,,
0.7984790874524715,0.6617095650377973,0.7888607412823437,0.7984790874524715,0.7858047785481781,0.6526164645383937,0.6617095650377973,0.6445256720016889,0.7537795303196344,0.7528833331035203,0.9510097075934104,True,0.3108125129947439,0.14089156198315322,RF,4,dedup,Spike2Vec,stratified,,,,,
0.7908745247148289,0.6828126524482827,0.7881463031541899,0.7908745247148289,0.7822040388271138,0.703744132781177,0.6828126524482827,0.6754948091257432,0.7457763770166624,0.7444597114535283,0.8362823640391529,True,0.6779037559172139,0.0025180219672620296,DT,0,dedup,Spike2Vec,stratified,,,,,
0.779467680608365,0.6484447388548576,0.7760768052631903,0.779467680608365,0.7762847114000568,0.6454944447166047,0.6484447388548576,0.6428263087217673,0.7300916522765757,0.7298163232773296,0.818822823678495,True,0.59054957004264,0.002596179023385048,DT,1,dedup,Spike2Vec,stratified,,,,,
0.779467680608365,0.6682058437725744,0.7820887839875553,0.779467680608365,0.7786065370938708,0.6763346930756966,0.6682058437725744,0.6673460499909193,0.7307258551477717,0.730224076370289,0.828721849614727,True,0.651862618047744,0.002677259035408497,DT,2,dedup,Spike2Vec,stratified,,,,,
0.770595690747782,0.6330812275786621,0.7693061361699246,0.770595690747782,0.7664258540616101,0.6316698944577417,0.6330812275786621,0.6249332971209594,0.7200248060595763,0.7195325050767702,0.8109621939239715,True,0.6478905790718272,0.003309347084723413,DT,3,dedup,Spike2Vec,stratified,,,,,
0.7845373891001267,0.6391193889217429,0.7764456610658488,0.7845373891001267,0.7765972610805305,0.6232820734150707,0.6391193889217429,0.6245017174154364,0.7373172383194526,0.7366933251669592,0.814315420744397,True,0.6453798490110785,0.0033543389290571213,DT,4,dedup,Spike2Vec,stratified,,,,,
0.8149556400506971,0.6782751594851221,0.7983778618425537,0.8149556400506971,0.8014042460467132,0.6561081817892283,0.6782751594851221,0.657322955564067,0.7764675423528818,0.7756768019816248,0.9790969028972083,True,151.01137466798536,0.01706599199678749,LR,0,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
0.7921419518377694,0.6456336020331487,0.7843930647313445,0.7921419518377694,0.7850506305205652,0.6712526861086988,0.6456336020331487,0.6505081867718284,0.7458858677080099,0.7454788646511536,0.979290408594249,True,154.7876729030395,0.01710784190800041,LR,1,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
0.7896070975918885,0.7151304446338197,0.7908447872504609,0.7896070975918885,0.7847589684556652,0.7703462073227537,0.7151304446338197,0.7220654548611343,0.7414483184460292,0.740882598494051,0.9731876867856197,True,137.10415856307372,0.017333913943730295,LR,2,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
0.7997465145754119,0.6875038164153809,0.7945169478751117,0.7997465145754119,0.794375256651663,0.6762981739881018,0.6875038164153809,0.6743024773409562,0.7563639975015469,0.7558524170536289,,True,186.96452780195978,0.018237470998428762,LR,3,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
0.788339670468948,0.6327808910748053,0.7731580746328566,0.788339670468948,0.7759916634340626,0.621116403619746,0.6327808910748053,0.6132155302151983,0.7415775687743802,0.7408515358563151,0.9631303272657411,True,129.69255533604883,0.01856586802750826,LR,4,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
0.8010139416983524,0.6473090603795826,0.7838151794859782,0.8010139416983524,0.7897565599054844,0.6201414411064594,0.6473090603795826,0.6243617903167409,0.7597520372537019,0.7587611760375628,0.9727808391262399,True,0.5175396390259266,0.06926940695848316,RF,0,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
0.7820025348542459,0.6293913094633768,0.7733977058940837,0.7820025348542459,0.7723614836217276,0.6345429363251556,0.6293913094633768,0.622847637309767,0.7342065362380922,0.7331550539262435,0.9657299522990577,True,0.4324377399170771,0.08019836200401187,RF,1,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
0.7946768060836502,0.6486494043007006,0.7873574208907901,0.7946768060836502,0.7841814054941182,0.6996815325560056,0.6486494043007006,0.6512594634167247,0.7471182908082359,0.7461919257507431,0.9620486441396326,True,0.4663471409585327,0.07979938795324415,RF,2,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
0.8010139416983524,0.6900039680651926,0.7955975895127302,0.8010139416983524,0.7958692471732329,0.6932991568590083,0.6900039680651926,0.6850599393345526,0.7577531034060769,0.7573667674757509,,True,0.4617852179799229,0.07847527100238949,RF,3,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
0.7934093789607097,0.6258632285617703,0.7777005147906044,0.7934093789607097,0.7768793224834879,0.626568070304332,0.6258632285617703,0.6063296341185738,0.747823293214358,0.7465632217431403,0.9677795577969935,True,0.4528217890765518,0.06894108501728624,RF,4,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
0.7946768060836502,0.6459971900849788,0.7906989151945639,0.7946768060836502,0.78721455770273,0.6309980032031244,0.6459971900849788,0.6271383405481596,0.7523997082722872,0.7514250208575213,0.8179768040611567,True,0.6560140940127894,0.005053678061813116,DT,0,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
0.7820025348542459,0.6476424854624923,0.7815119361904382,0.7820025348542459,0.7793445204472864,0.6436405716216762,0.6476424854624923,0.6415458537045405,0.7339184408551165,0.7334066732803584,0.81849919072672,True,0.646119331009686,0.006015317980200052,DT,1,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
0.7743979721166033,0.6533498394435434,0.7815056449195206,0.7743979721166033,0.7731035696596478,0.690680905294848,0.6533498394435434,0.6542304966416546,0.7226685519263262,0.7223813505547747,0.8211582123727347,True,0.6129001979716122,0.005823481013067067,DT,2,dedup,Murmur2Vec,identity_group,1.0,2627.0,,,
