accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,kappa,roc_auc_ovr_macro,roc_auc_available,train_time,test_time,classifier,corpus,variant,m,split,dim,arm,n_collapsed
0.7984790874524715,0.6677666859270578,0.7922451823817237,0.7984790874524715,0.7903083084516388,0.7101636399512761,0.6677666859270578,0.6724175890809143,0.7533586678141705,0.7527878879839516,0.9683571843114765,True,54.994321340927854,0.011026230873540044,LR,dedup,Murmur2Vec,2000,0,2000,baseline,
0.7845373891001267,0.6688395790391186,0.7752502643059498,0.7845373891001267,0.778797295841628,0.6771351493792426,0.6688395790391186,0.670861751080578,0.7358179986791317,0.7356075330071711,0.9774672708039749,True,48.66679234406911,0.010909341974183917,LR,dedup,Murmur2Vec,2000,1,2000,baseline,
0.7896070975918885,0.644343086190518,0.780879260666668,0.7896070975918885,0.7793272552325078,0.7120768351224751,0.644343086190518,0.6550329988936087,0.7430713979064043,0.7421132013058357,0.9671358009306281,True,48.49630568316206,0.01100656483322382,LR,dedup,Murmur2Vec,2000,2,2000,baseline,
0.7896070975918885,0.6371119111567559,0.7843260210710469,0.7896070975918885,0.785223453802339,0.6515170310945888,0.6371119111567559,0.638381561162093,0.7426157834917181,0.7424484057144543,0.9745915976690245,True,54.42869583889842,0.010845792945474386,LR,dedup,Murmur2Vec,2000,3,2000,baseline,
0.8035487959442332,0.6800858898282925,0.7948635872467146,0.8035487959442332,0.794079484622385,0.7069060545633663,0.6800858898282925,0.6786841170671659,0.7599275252628193,0.7592987690866363,0.9706324998421579,True,52.46801489288919,0.01102719409391284,LR,dedup,Murmur2Vec,2000,4,2000,baseline,
0.8200253485424588,0.6989645176471487,0.809903143369532,0.8200253485424588,0.803301106101727,0.7201738552008051,0.6989645176471487,0.6860056494856225,0.7810869855142973,0.7790974855229769,0.9714404916179401,True,0.22329744114540517,0.04940984700806439,RF,dedup,Murmur2Vec,2000,0,2000,baseline,
0.8035487959442332,0.6864642851046215,0.7867687556768599,0.8035487959442332,0.7914873450280442,0.6828425440218866,0.6864642851046215,0.6799806338083583,0.7596868979824992,0.7588236106153503,0.9586775494533719,True,0.19521156791597605,0.04890791489742696,RF,dedup,Murmur2Vec,2000,1,2000,baseline,
0.8035487959442332,0.6735121558865008,0.7967403189644056,0.8035487959442332,0.7936641014476759,0.7117293400785208,0.6735121558865008,0.6719605171298271,0.75981908008279,0.759121931042633,0.9435703237441618,True,0.2054550980683416,0.04904110403731465,RF,dedup,Murmur2Vec,2000,2,2000,baseline,
0.8060836501901141,0.6444629075677093,0.8006735178810163,0.8060836501901141,0.796070396862117,0.6697043875761111,0.6444629075677093,0.6443041989731678,0.7634331455498664,0.7620552222213461,0.9493165679497845,True,0.21940106805413961,0.04950423492118716,RF,dedup,Murmur2Vec,2000,3,2000,baseline,
0.7934093789607097,0.6482823931399739,0.7788424368803066,0.7934093789607097,0.7783092497165146,0.6445640988947489,0.6482823931399739,0.6336648606940822,0.747447577814816,0.7464258040092512,0.9418827928149461,True,0.2078568630386144,0.04893089714460075,RF,dedup,Murmur2Vec,2000,4,2000,baseline,
