accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,kappa,roc_auc_ovr_macro,roc_auc_available,train_time,test_time,classifier,corpus,variant,m,split,dim,arm,n_collapsed
0.7756653992395437,0.6073739313630907,0.7606703034990427,0.7756653992395437,0.7660480775876813,0.6149822334978792,0.6073739313630907,0.6056511177460123,0.7253436041428359,0.7249289932203791,0.798191850107104,True,0.3857198450132273,0.0016039470210671425,DT,dedup,Murmur2Vec,2000,4,2000,baseline,
0.7972116603295311,0.6666481576655158,0.7902826893899086,0.7972116603295311,0.7883232157393544,0.7016012012415811,0.6666481576655158,0.6671218785468167,0.7519095904279108,0.7511919097952418,0.9684858242081351,True,12.082067267037928,0.03206611197674647,LR,dedup,GaussianJL,2000,0,2000,baseline,
0.7743979721166033,0.6552082960658564,0.7574700044447662,0.7743979721166033,0.764901291697478,0.6437259300003642,0.6552082960658564,0.647341291457137,0.7234268836995926,0.7232075460542264,0.9762581935443669,True,11.824981441022828,0.005726705014239997,LR,dedup,GaussianJL,2000,1,2000,baseline,
0.7807351077313055,0.632020154816482,0.7748677949523456,0.7807351077313055,0.7712228037093622,0.7015311596352266,0.632020154816482,0.6425328824285294,0.7323209570576364,0.7313257446770819,0.965216110309563,True,11.53615095600253,0.01707259501563385,LR,dedup,GaussianJL,2000,2,2000,baseline,
0.7820025348542459,0.632691057079226,0.7746394892996241,0.7820025348542459,0.7762928722268617,0.6405339847582296,0.632691057079226,0.6320589115016279,0.7333361338130103,0.7330416701911482,0.9737354002659578,True,10.774177971004974,0.004684952960815281,LR,dedup,GaussianJL,2000,3,2000,baseline,
0.7959442332065906,0.6795145619880838,0.7836662857370379,0.7959442332065906,0.7865528456900411,0.6940345132190052,0.6795145619880838,0.674758818261714,0.7504392353485685,0.7499827783365252,0.9674530946046815,True,10.306611115986016,0.006055851990822703,LR,dedup,GaussianJL,2000,4,2000,baseline,
0.7604562737642585,0.5710607732342399,0.737577410724838,0.7604562737642585,0.7378724453569011,0.6407323554205037,0.5710607732342399,0.5889372073779227,0.7040150362012311,0.7018802291060664,0.9518131545209577,True,0.7033066170406528,0.04883550701197237,RF,dedup,GaussianJL,2000,0,2000,baseline,
0.7363751584283904,0.5502253872958275,0.7111977704851947,0.7363751584283904,0.7174144914817796,0.629206156086987,0.5502253872958275,0.5730019878267907,0.6728263198971742,0.6714408696870808,0.9551426602358948,True,0.5473906850093044,0.048620445013511926,RF,dedup,GaussianJL,2000,1,2000,baseline,
0.7465145754119138,0.50756931059136,0.7328914577923097,0.7465145754119138,0.7285730190051446,0.6588348196186025,0.50756931059136,0.5439524343233373,0.6866635646245416,0.6850607425621047,0.9299510806351688,True,0.5576903329929337,0.048189316992647946,RF,dedup,GaussianJL,2000,2,2000,baseline,
0.7490494296577946,0.5323739123481007,0.7282373882607667,0.7490494296577946,0.7306710357535096,0.6074970775118332,0.5323739123481007,0.5535350548119435,0.6914513631784872,0.6895096055618051,0.9483547249690069,True,0.5464623350417241,0.048835437977686524,RF,dedup,GaussianJL,2000,3,2000,baseline,
0.7579214195183777,0.5297243567730117,0.7324258872640038,0.7579214195183777,0.7355475322144659,0.6195472021984512,0.5297243567730117,0.5529150229293827,0.7009249261640275,0.6994933028637063,0.9534418097369822,True,0.6402116990066133,0.04849982802988961,RF,dedup,GaussianJL,2000,4,2000,baseline,
0.6628643852978454,0.42080702261289443,0.6566449343093911,0.6628643852978454,0.6569350773430919,0.40452132002897206,0.42080702261289443,0.40725830204207764,0.5885208435375305,0.58813509429519,0.7020509881229757,True,4.474655181984417,0.0012202680227346718,DT,dedup,GaussianJL,2000,0,2000,baseline,
0.6425855513307985,0.36276141662396816,0.6463717312509433,0.6425855513307985,0.6433600870323534,0.36620378490828254,0.36276141662396816,0.36141686978547793,0.5631285299816782,0.5630079464527711,0.6725644925445791,True,3.812029145017732,0.0021489590290002525,DT,dedup,GaussianJL,2000,1,2000,baseline,
0.6539923954372624,0.4042644761132534,0.6565044542623021,0.6539923954372624,0.6539176119104607,0.4117997683679578,0.4042644761132534,0.40311322538227246,0.5779288450456039,0.5777266320191182,0.6936505163587156,True,4.103202733036596,0.0014869269798509777,DT,dedup,GaussianJL,2000,2,2000,baseline,
0.6565272496831432,0.40761824401358626,0.6698421832714002,0.6565272496831432,0.6618491812814672,0.4041415546443447,0.40761824401358626,0.40350887065244795,0.5827206826263138,0.5824230978796867,0.6954216272826331,True,4.118927581002936,0.0011360389762558043,DT,dedup,GaussianJL,2000,3,2000,baseline,
0.6527249683143219,0.3911212986476327,0.6574830932976217,0.6527249683143219,0.6532045252936305,0.38117171583405635,0.3911212986476327,0.38173850408456694,0.5765975486486153,0.5763492738485536,0.6870698614927894,True,3.9730472820228897,0.0011451269965618849,DT,dedup,GaussianJL,2000,4,2000,baseline,
0.8035487959442332,0.6751831278847772,0.7964494915817721,0.8035487959442332,0.7922878069785161,0.7148035013429509,0.6751831278847772,0.675435553408872,0.7600894268985796,0.7590080104046585,0.9726912784840143,True,72.18217639398063,0.012901595968287438,LR,dedup,FullSpectrum,2000,0,3492,baseline,
0.779467680608365,0.6616902633051183,0.7642890375335315,0.779467680608365,0.7707145764314238,0.6592396679608723,0.6616902633051183,0.6581267636452869,0.7294271364332399,0.7292061162658587,0.9789288893127516,True,72.58179672900587,0.013120775984134525,LR,dedup,FullSpectrum,2000,1,3492,baseline,
0.7896070975918885,0.6360341047192777,0.7813646444403934,0.7896070975918885,0.7782455443507069,0.7068254390855777,0.6360341047192777,0.6463727643311891,0.7431465400114233,0.7420431090172845,0.9673689844975133,True,72.32135093398392,0.01308969798265025,LR,dedup,FullSpectrum,2000,2,3492,baseline,
0.7832699619771863,0.6467128609260456,0.7770278108476124,0.7832699619771863,0.7785649558315826,0.6482178540166509,0.6467128609260456,0.6442545743027254,0.7350019135082346,0.7347831385931529,0.9743663482592073,True,83.08430375199532,0.012918016000185162,LR,dedup,FullSpectrum,2000,3,3492,baseline,
