accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,kappa,roc_auc_ovr_macro,roc_auc_available,roc_auc_ovr_weighted,roc_auc_ovo_macro,roc_auc_hardlabel_ovr_weighted,roc_auc_hardlabel_ovr_macro,train_time,test_time,classifier,corpus,embedding,split,m,k,dim
0.5564005069708492,0.2626642102030932,0.5629789240338688,0.5564005069708492,0.5331313330066613,0.48014454041847965,0.2626642102030932,0.30681812622991184,0.438802216572187,0.4333280664205582,0.6296756908495934,True,0.7394247878419072,0.6238184408766503,0.7324598763595647,0.6191711903906176,0.15004761598538607,2.9717537100077607,NB,dedup,Murmur2Vec,0,27592,3,27592
0.5449936628643853,0.3142678938384206,0.6111479728963899,0.5449936628643853,0.5509545953821801,0.6587723937437603,0.3142678938384206,0.388407353486415,0.4344729952739298,0.4315676035817636,0.6558676484961187,True,0.7465807414459005,0.6516260353821737,0.7278090854302679,0.6447616326205861,0.1452482810127549,2.950024395948276,NB,dedup,Murmur2Vec,1,27592,3,27592
0.6096324461343473,0.3216902331520229,0.6066856187522276,0.6096324461343473,0.5868525012457582,0.5463295690182932,0.3216902331520229,0.37625349404375563,0.5056349408603181,0.49949849342068686,0.6585969645847113,True,0.7679925738041906,0.6536248130162857,0.7591532456544717,0.6498975368330329,0.14757080504205078,2.94262346602045,NB,dedup,Murmur2Vec,2,27592,3,27592
0.5095057034220533,0.2708373103233899,0.5690448916656861,0.5095057034220533,0.5144713673716194,0.5094723280022762,0.2708373103233899,0.3200264960359157,0.3929285115647363,0.3900288861454376,0.6319964210496408,True,0.7313380691484719,0.627969265268425,0.7071831326671981,0.6221087975556586,0.1465268370229751,2.9325549399945885,NB,dedup,Murmur2Vec,3,27592,3,27592
0.5399239543726235,0.3432441798696868,0.6244535413969472,0.5399239543726235,0.5626552756956325,0.6214372130524187,0.3432441798696868,0.41005404527698314,0.441582338797571,0.4391160026241837,0.6693816227705962,True,0.7499228546927883,0.6653021536922353,0.7363706509325055,0.6596389377045028,0.14703079697210342,2.942688848997932,NB,dedup,Murmur2Vec,4,27592,3,27592
0.6945500633713562,0.49322283344713297,0.6954452588444702,0.6945500633713562,0.68907844473611,0.5736527384759526,0.49322283344713297,0.5174350528717212,0.6246234742995174,0.6240985434359729,0.8646189484285949,True,0.9215311966378048,0.8557880269300728,0.8291797034337837,0.7388468577887384,0.0025634930352680385,0.689608370012138,KNN,dedup,Murmur2Vec,0,27592,3,27592
0.7097591888466414,0.5281563318889445,0.7122072130939202,0.7097591888466414,0.701631904133274,0.5986045833352615,0.5281563318889445,0.5462754933367786,0.6427236425384437,0.6410758130775771,0.879025361876623,True,0.9288014198074861,0.8697558650193732,0.8372187551732245,0.756679018452346,0.002135695016477257,0.6837901350227185,KNN,dedup,Murmur2Vec,1,27592,3,27592
0.7046894803548795,0.5241467138664526,0.7111539889146612,0.7046894803548795,0.702309978434478,0.6061973250976023,0.5241467138664526,0.5531340700799318,0.637621547576835,0.6367841118116241,0.8609420456263848,True,0.9182965015883883,0.8507109486359589,0.8357425332170582,0.7546071084430924,0.002179486968088895,0.6707898669992574,KNN,dedup,Murmur2Vec,2,27592,3,27592
0.6856780735107731,0.451080456881896,0.6908888922194537,0.6856780735107731,0.6797234520610436,0.5613953268160704,0.451080456881896,0.48803876813126584,0.6141579859921494,0.6126158408745801,0.8373408344266625,True,0.9120626665085448,0.8263952289944334,0.8245762679311065,0.7175664224378167,0.002171050990000367,0.7595767559832893,KNN,dedup,Murmur2Vec,3,27592,3,27592
0.7046894803548795,0.4852017288559967,0.7027339343533195,0.7046894803548795,0.6950191100562879,0.5608423040089349,0.4852017288559967,0.5092011471358586,0.6376932749888357,0.6354075355098705,0.8652101947943851,True,0.9242424541424746,0.8546856953658517,0.8344837111606999,0.7350773967534848,0.002193121996242553,0.7616271520382725,KNN,dedup,Murmur2Vec,4,27592,3,27592
0.7832699619771863,0.6163583960975424,0.7711966424020301,0.7832699619771863,0.7735192082430961,0.6225041084403685,0.6163583960975424,0.6109747641952418,0.7346665105596271,0.7340077164357717,0.9603548816593513,True,0.9778617727018384,0.9457941677306797,0.8827595206495293,0.8028500853510224,0.3568880530074239,0.0695410980260931,RF,dedup,Murmur2Vec,0,27592,3,27592
0.8098859315589354,0.6919597714260032,0.797975124953022,0.8098859315589354,0.7967054163930055,0.7094312025266837,0.6919597714260032,0.6816026742068513,0.7677015920603031,0.7667019521339822,0.9705911552342236,True,0.9791683565915519,0.9595975128725,0.8970988954432336,0.841302562778603,0.33998421201249585,0.04846029303735122,RF,dedup,Murmur2Vec,1,27592,3,27592
0.7934093789607097,0.6504061092692797,0.7726310833144534,0.7934093789607097,0.7800013689913701,0.6579965424381569,0.6504061092692797,0.6492392679623274,0.7470945425949184,0.7462141394049184,0.9449610489327026,True,0.9758303877322294,0.9327247635976779,0.8875096949196685,0.8200898589491703,0.32921265304321423,0.06869422801537439,RF,dedup,Murmur2Vec,2,27592,3,27592
0.7921419518377694,0.6309239015779183,0.7861937820950377,0.7921419518377694,0.7820092578090448,0.647494038578701,0.6309239015779183,0.6297019546305289,0.7461655603666066,0.7446974749128906,0.9621175920261705,True,0.9767963815536793,0.9463407262289728,0.8876971333781984,0.8103572750334227,0.358723818033468,0.04868028301279992,RF,dedup,Murmur2Vec,3,27592,3,27592
0.7782002534854245,0.6071929543546193,0.7612072038436759,0.7782002534854245,0.7674217000122248,0.6069417488615975,0.6071929543546193,0.6034655806423733,0.728117315464341,0.7274293971565404,0.9652023302200724,True,0.9795261030733327,0.9513934924155296,0.8794061367240572,0.7981149379374941,0.3414885890088044,0.05881978297838941,RF,dedup,Murmur2Vec,4,27592,3,27592
0.761723700887199,0.6275530332330674,0.7353376685880337,0.761723700887199,0.7394415755356957,0.5933740738565135,0.6275530332330674,0.6001731830871418,0.7096225718308725,0.7072725981007413,0.9694540871307381,True,0.9751174934680272,0.9483419267726726,0.8703735150024116,0.8078844036620979,40.56870122498367,0.06937079998897389,MLP,dedup,Murmur2Vec,0,27592,3,27592
0.8048162230671736,0.7054291545064898,0.8058763120734188,0.8048162230671736,0.7888910457942516,0.7546267066561828,0.7054291545064898,0.7034856311655283,0.7638341670468194,0.7605269329843571,0.9755679851626812,True,0.9796998296074305,0.959000827157154,0.8941724743170407,0.8479042351767467,30.71377594798105,0.03471995401196182,MLP,dedup,Murmur2Vec,1,27592,3,27592
0.7870722433460076,0.6504511123193008,0.7678459108838138,0.7870722433460076,0.774264753454259,0.6485902540177708,0.6504511123193008,0.6427711166839998,0.7395268554897999,0.7387968084624221,0.9758004486098365,True,0.9789298026288457,0.9570383667563273,0.8846434935523992,0.8199820785938505,53.15199467597995,0.06275334197562188,MLP,dedup,Murmur2Vec,2,27592,3,27592
0.7908745247148289,0.6418555526750361,0.7860372252346669,0.7908745247148289,0.778847781816099,0.6624848628462698,0.6418555526750361,0.642724810225146,0.7460319224836637,0.7435460517891792,0.9733965502582103,True,0.9794967964615348,0.9546902058077509,0.8872451343522979,0.8158025551717132,48.23571100697154,0.03766177297802642,MLP,dedup,Murmur2Vec,3,27592,3,27592
0.7820025348542459,0.6675292514410275,0.7791459457816725,0.7820025348542459,0.7779121420307087,0.6971807012772199,0.6675292514410275,0.6756335962803821,0.7331230218095381,0.7326482808347501,0.9756635984463866,True,0.9794903943581663,0.9564403006001893,0.8820431300303431,0.828402949812802,50.2735185129568,0.037752873031422496,MLP,dedup,Murmur2Vec,4,27592,3,27592
0.7782002534854245,0.6453513653647343,0.7653802216816055,0.7782002534854245,0.7708144511598451,0.6303271636774818,0.6453513653647343,0.6358823382203022,0.7282174244492817,0.7280226761032242,0.9683616737666477,True,0.976479247077827,0.9473641046694431,0.8798367392950847,0.8172137162866892,184.3710453240201,0.019612905976828188,LR,dedup,Murmur2Vec,0,27592,3,27592
0.8048162230671736,0.6780396567250885,0.7886169579718744,0.8048162230671736,0.7934328952191776,0.6756734730102032,0.6780396567250885,0.6711852230536778,0.7610833904493421,0.7605793103448276,0.9804384353486636,True,0.9823156911114582,0.968064571348962,0.8944239850052074,0.8342209185900537,203.6050669940305,0.019550790020730346,LR,dedup,Murmur2Vec,1,27592,3,27592
0.8022813688212928,0.6575803660171179,0.7836124653119511,0.8022813688212928,0.788647480479726,0.6830660951818073,0.6575803660171179,0.6586576887349621,0.7577142517515716,0.7571177115975088,0.9763229634723228,True,0.9818510416190985,0.9568032844548893,0.8923228504443854,0.8238957671196673,191.2480241979938,0.01862144801998511,LR,dedup,Murmur2Vec,2,27592,3,27592
0.8086185044359949,0.6570937835836896,0.7998983836810336,0.8086185044359949,0.7976144798239974,0.6828452215050907,0.6570937835836896,0.6602502319185262,0.7659767303025379,0.7649288407544281,0.9746377398041982,True,0.9829048415850875,0.9595492780416394,0.8961635225450657,0.8238270519075296,202.0418848900008,0.019182304968126118,LR,dedup,Murmur2Vec,3,27592,3,27592
0.8035487959442332,0.6728645811659132,0.7918614545602716,0.8035487959442332,0.7959091706871406,0.6934969678873454,0.6728645811659132,0.6790699639827291,0.75925188893456,0.7589324786223699,0.974704769253318,True,0.9808255704377966,0.9528454603495866,0.8938359011606011,0.8316066497266202,170.00324319896754,0.019151546992361546,LR,dedup,Murmur2Vec,4,27592,3,27592
0.7820025348542459,0.6547545930136051,0.7796335235545305,0.7820025348542459,0.7776360386492362,0.6303909774597766,0.6547545930136051,0.6380547918368573,0.7340087756135547,0.7333663413024001,0.8220539227541482,True,0.8828857774416063,0.8191571677690312,0.8828857774416063,0.8220539227541482,0.47544855502201244,0.0034433059627190232,DT,dedup,Murmur2Vec,0,27592,3,27592
0.7845373891001267,0.667463360451071,0.7853080883698196,0.7845373891001267,0.7816733199863737,0.6753980680557162,0.667463360451071,0.6593928332914157,0.737195866913737,0.7366835038978223,0.8285212673864073,True,0.8853709175391821,0.8258141411886563,0.8853709175391821,0.8285212673864073,0.4933760190033354,0.0036170390085317194,DT,dedup,Murmur2Vec,1,27592,3,27592
0.788339670468948,0.6683235996872526,0.7828611080244092,0.788339670468948,0.7828697629498932,0.6448690351709443,0.6683235996872526,0.6520845810373879,0.7417138900032884,0.7410496526378885,0.8289745307956822,True,0.8858800809452363,0.8262647426933228,0.8858800809452363,0.8289745307956822,0.514017776993569,0.0034406110062263906,DT,dedup,Murmur2Vec,2,27592,3,27592
0.7858048162230672,0.6494401481381441,0.7865213677256337,0.7858048162230672,0.7832347614045548,0.65658387881448,0.6494401481381441,0.6483918878177413,0.7384541645922337,0.7378356166538214,0.8195138287202615,True,0.8854626023261641,0.8163734109295042,0.8854626023261641,0.8195138287202615,0.5144767830497585,0.003410404024180025,DT,dedup,Murmur2Vec,3,27592,3,27592
0.7591888466413181,0.6154265466275589,0.7614724180880528,0.7591888466413181,0.758075739545957,0.6236335092722745,0.6154265466275589,0.6146769720647655,0.7059691315501274,0.7054651336419292,0.8018414476217913,True,0.8708198347762596,0.7985567625191975,0.8708198347762596,0.8018414476217913,0.4764236260089092,0.00340587500249967,DT,dedup,Murmur2Vec,4,27592,3,27592
0.5538656527249683,0.260667034660555,0.5641804688973495,0.5538656527249683,0.5320828676456306,0.4784454222550124,0.260667034660555,0.30500285959450424,0.43648616547893393,0.43088991073843663,0.6284935703776842,True,0.7382770321924975,0.6225852763578289,0.7317952433835252,0.6181423920295287,0.018708369985688478,0.24710174702340737,NB,dedup,Spike2Vec,0,27592,3,3492
0.5449936628643853,0.3191476927061029,0.61534179204111,0.5449936628643853,0.5529494858487648,0.6610929956625505,0.3191476927061029,0.39377277768708474,0.43578313033130167,0.43272196364626814,0.6585348996728517,True,0.7480184763394992,0.6543381447233217,0.7286543698917378,0.647239954075403,0.015683314995840192,0.24624512798618525,NB,dedup,Spike2Vec,1,27592,3,3492
0.6108998732572877,0.3275427811544829,0.6072289424479208,0.6108998732572877,0.5887755938537033,0.5454353453729587,0.3275427811544829,0.3811008963730455,0.5075309383085421,0.5016079949136745,0.6574616621139026,True,0.7657386264339717,0.6527254923094018,0.7599602294998741,0.6528604919181448,0.016518133983481675,0.24288125097518787,NB,dedup,Spike2Vec,2,27592,3,3492
0.5031685678073511,0.26981260549433733,0.5731518220032353,0.5031685678073511,0.5091964713635209,0.5517734695504218,0.26981260549433733,0.3225897981141351,0.3850595641635215,0.3822789259664625,0.6306977258370001,True,0.7255274907637974,0.6269153272104393,0.7031549427256611,0.621413345598335,0.016551705019082874,0.24404811800923198,NB,dedup,Spike2Vec,3,27592,3,3492
0.5335868187579215,0.33990765992560495,0.6174523788273795,0.5335868187579215,0.5557099207934258,0.6163906711927066,0.33990765992560495,0.4064588651646641,0.43351202238743797,0.4309891725050218,0.6685942896297294,True,0.7479169638623693,0.6645186063270483,0.7322879489723213,0.6577851003706353,0.016752920986618847,0.24226510000880808,NB,dedup,Spike2Vec,4,27592,3,3492
0.6983523447401775,0.48242217446970737,0.7042449674633583,0.6983523447401775,0.6938566489804451,0.5749161867970645,0.48242217446970737,0.508407573611208,0.6296537571147462,0.6290176322418136,0.8544845996852547,True,0.9197137862723561,0.8451747271707603,0.83173515153365,0.7335626850318377,0.003070058999583125,0.7538324560155161,KNN,dedup,Spike2Vec,0,27592,3,3492
0.7097591888466414,0.529538465035539,0.7153905943316885,0.7097591888466414,0.7022671562492748,0.6377644823658541,0.529538465035539,0.5572403535453867,0.6423226747563444,0.6407461018742022,0.8685310153813636,True,0.9257130864685164,0.8597001476479832,0.8368950005275195,0.7573553689053841,0.0023121939739212394,0.6561963540152647,KNN,dedup,Spike2Vec,1,27592,3,3492
0.7072243346007605,0.5236030013130325,0.7113490995243811,0.7072243346007605,0.7032699710111054,0.6018277811742777,0.5236030013130325,0.5506256342959953,0.6412828401099617,0.6402210088711492,0.8635580740214124,True,0.9191846655147579,0.8536953483022538,0.8378603292157922,0.7544315156208706,0.002232596045359969,0.6755536759737879,KNN,dedup,Spike2Vec,2,27592,3,3492
