accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,kappa,roc_auc_ovr_macro,roc_auc_available,roc_auc_ovr_weighted,roc_auc_ovo_macro,roc_auc_hardlabel_ovr_weighted,roc_auc_hardlabel_ovr_macro,train_time,test_time,classifier,embedding,split,m,k
0.45095238095238094,0.40385465371393303,0.7788761458773089,0.45095238095238094,0.5363050397595726,0.6279137379009249,0.40385465371393303,0.404384185061936,0.37302285469681956,0.3355061410725978,0.7427301366614735,True,0.760723561597322,0.7400546826713351,0.7136527690811486,0.6889115436333824,0.3564071049913764,6.619420669972897,NB,Murmur2Vec,0,24651,3
0.24714285714285714,0.3547684340494504,0.733635497206642,0.24714285714285714,0.34394193165359627,0.6094398063766602,0.3547684340494504,0.36827638987408906,0.21406376209430603,0.1786474561721424,0.7123242424054411,True,0.6601010444515603,0.7121350192667258,0.6092168721825941,0.6596213475784795,0.3534174400847405,6.6561573760118335,NB,Murmur2Vec,1,24651,3
0.439047619047619,0.39229678828684755,0.7642928004281266,0.439047619047619,0.5276945970502148,0.5968284305077859,0.39229678828684755,0.40709873588288814,0.36587665210770987,0.32400028528729174,0.768307050729388,True,0.7662821155834071,0.7652738783591787,0.7080937201925221,0.6828799268794475,0.3525294209830463,6.638135853921995,NB,Murmur2Vec,2,24651,3
0.23857142857142857,0.3892190518303347,0.7199757572886505,0.23857142857142857,0.32817708749302554,0.5766984228952603,0.3892190518303347,0.38904392120755543,0.21490711692612302,0.17790752873553373,0.7489516271723865,True,0.6577032704862195,0.7523157046421598,0.6064457418080376,0.6767206959973509,0.3512327859643847,6.627404035069048,NB,Murmur2Vec,3,24651,3
0.43238095238095237,0.40319162056382113,0.7496450571750901,0.43238095238095237,0.5174121894208193,0.5895532157160126,0.40319162056382113,0.3980462452740886,0.3548227781283945,0.31752729604543695,0.7529089778218677,True,0.7394104216542033,0.7514041800435863,0.703549409056375,0.6881207834208368,0.3490831279195845,6.641172007890418,NB,Murmur2Vec,4,24651,3
0.5471428571428572,0.39264786997953666,0.7975568706240609,0.5471428571428572,0.6264042177888982,0.7066781614114774,0.39264786997953666,0.4506512434156937,0.47449454067675645,0.4376089806842298,0.7693796221673803,True,0.7959425237472451,0.7626915644532986,0.7562458716926208,0.6852442018848874,0.006361349020153284,1.7444513998925686,KNN,Murmur2Vec,0,24651,3
0.5171428571428571,0.3674520366125233,0.8012673402470599,0.5171428571428571,0.619069483957549,0.6423708306955332,0.3674520366125233,0.4256991092614151,0.453368333758888,0.41257055967178546,0.7552262370266554,True,0.7937692472310813,0.7464612002189437,0.7493197458714362,0.6723314613004179,0.003669542958959937,1.6701736350078136,KNN,Murmur2Vec,1,24651,3
0.5438095238095239,0.3751574867322056,0.7985880146663372,0.5438095238095239,0.6256308519941507,0.66846337689928,0.3751574867322056,0.43448650205105266,0.4759234422822892,0.43745779465447887,0.7966130573805313,True,0.8709951927059919,0.7881702658319557,0.7560715208522669,0.6764910852230241,0.0036335859913378954,1.7050550968851894,KNN,Murmur2Vec,2,24651,3
0.6961904761904761,0.4109427309576958,0.685342293244161,0.6961904761904761,0.6610092467250349,0.6476827801115163,0.4109427309576958,0.47085162547024706,0.562160708975684,0.5407110716810222,0.7936793488253072,True,0.8543279743992782,0.7870690458683712,0.7611593704726981,0.694614973227607,0.0037406671326607466,1.6415906031616032,KNN,Murmur2Vec,3,24651,3
0.6914285714285714,0.3870512717979212,0.6667521628235704,0.6914285714285714,0.6537943374219592,0.6149890925486422,0.3870512717979212,0.4499669682725141,0.5535078196879327,0.5337578439383894,0.7766205295960009,True,0.8599755350544205,0.7699891492255192,0.7592230165350754,0.6825812275596458,0.0035594659857451916,1.7010402348823845,KNN,Murmur2Vec,4,24651,3
0.7176190476190476,0.44565921954572496,0.7203849716283028,0.7176190476190476,0.6787246745986124,0.7230653316106821,0.44565921954572496,0.5070756697005288,0.5960814418532935,0.5712771897982354,0.9180033986313659,True,0.9251960628948938,0.9061808384730886,0.7700962867679353,0.7123794409895869,0.8630973878316581,0.07001357595436275,RF,Murmur2Vec,0,24651,3
0.7266666666666667,0.452932614140277,0.7164018042759156,0.7266666666666667,0.6888153158726822,0.6936612051999271,0.452932614140277,0.5224087452946321,0.6100283729002101,0.584422927415365,0.9092110716594145,True,0.9236159527326525,0.8927903635399089,0.7742307068357385,0.716204066471763,0.8757848308887333,0.0707190609537065,RF,Murmur2Vec,1,24651,3
0.7266666666666667,0.44059013300820776,0.7181370601547138,0.7266666666666667,0.6923787765081738,0.6928393756490193,0.44059013300820776,0.5088323337752175,0.6097033015392755,0.5878161264632373,0.9156924559580581,True,0.924962693061707,0.9014884010211465,0.7797716424521676,0.710284686615566,0.7926073069684207,0.07018128992058337,RF,Murmur2Vec,2,24651,3
0.7276190476190476,0.46268463888146394,0.7134259569246354,0.7276190476190476,0.6909458933084751,0.6742310186261621,0.46268463888146394,0.5193867921871911,0.6111543816410706,0.589187407082379,0.9156560840111784,True,0.9235190030939903,0.9076280573291406,0.780149958928165,0.7213491357556485,0.8543406189419329,0.1772524460684508,RF,Murmur2Vec,3,24651,3
0.7238095238095238,0.45719295090556766,0.7127587272779028,0.7238095238095238,0.6880943238988728,0.7144241125216945,0.45719295090556766,0.5255622069207763,0.6051487631947862,0.5840894050702848,0.9231139286980198,True,0.9271174320153264,0.9128212127412826,0.7794816312144073,0.718572913235257,0.8126526710111648,0.07022440107539296,RF,Murmur2Vec,4,24651,3
0.7076190476190476,0.4232548015920184,0.7191419611502988,0.7076190476190476,0.6700967149769799,0.7427638506377796,0.4232548015920184,0.490815092313,0.5801973414864995,0.556017420479807,0.9176732038978486,True,0.9206827788828577,0.9027976233469409,0.7649280568622597,0.7009423124715665,52.17036092700437,0.15411726501770318,MLP,Murmur2Vec,0,24651,3
0.7152380952380952,0.453392965959325,0.7207332947539153,0.7152380952380952,0.6819121126469516,0.6973904773305523,0.453392965959325,0.5246196669638018,0.5926061305683568,0.5677501252898188,0.911998090359157,True,0.9220505648909697,0.8991685755498281,0.7685926371759577,0.7161779664876605,82.41121438401751,0.11318514798767865,MLP,Murmur2Vec,1,24651,3
0.7304761904761905,0.46420500867120607,0.7253907940078617,0.7304761904761905,0.6913240414601626,0.7545892711063886,0.46420500867120607,0.5336661803730105,0.6160733502055867,0.5932477622809336,0.9166447112766879,True,0.9259726390208192,0.9016636828012632,0.7814550150461764,0.7221686413831564,38.570664167869836,0.11864490294829011,MLP,Murmur2Vec,2,24651,3
0.72,0.4434607197759695,0.7150266332769428,0.72,0.6741537769089636,0.681179624515714,0.4434607197759695,0.4961362807895128,0.599329663032244,0.5769478369282603,0.9103243676556008,True,0.9174945769696499,0.8992053556376138,0.7756627520897789,0.711533212255702,47.86376073816791,0.11491411598399282,MLP,Murmur2Vec,3,24651,3
0.7233333333333334,0.47082840819762856,0.7253880283077273,0.7233333333333334,0.6921281390243562,0.7638008471020136,0.47082840819762856,0.5430440921963569,0.6045355960757202,0.584107528707011,0.9191665760775828,True,0.9256646560115697,0.9111556667287924,0.7800381356034002,0.7254159375353324,55.63839154387824,0.11589413601905107,MLP,Murmur2Vec,4,24651,3
0.719047619047619,0.4544675650537693,0.7160362402859557,0.719047619047619,0.6802991614992167,0.7257699036533901,0.4544675650537693,0.5148693093592341,0.5981109009517956,0.5736397162691032,0.9178607258401145,True,0.9234705986552014,0.9066401841294707,0.7712400269565205,0.7168356019339993,195.38361104088835,0.031338884960860014,LR,Murmur2Vec,0,24651,3
0.7233333333333334,0.45462560924870843,0.7131820883077862,0.7233333333333334,0.6870461379266773,0.706112584100598,0.45462560924870843,0.5247732275330412,0.6043160454244504,0.5794849595477007,0.9059060163486112,True,0.9219257853484147,0.8890338212941505,0.7725633545463031,0.7169747752855498,212.80229051411152,0.031916681211441755,LR,Murmur2Vec,1,24651,3
0.7285714285714285,0.4404881217288324,0.7186772073578451,0.7285714285714285,0.6940242031381709,0.7082819601323469,0.4404881217288324,0.5148009060316665,0.6124018310428492,0.5905147199182261,0.9159144847654681,True,0.9259188236003202,0.9008531214544989,0.7807936229115071,0.7102801346331211,187.38856194005348,0.03220561402849853,LR,Murmur2Vec,2,24651,3
0.7295238095238096,0.47398258994765796,0.7152579792133579,0.7295238095238096,0.6942473500338361,0.680938383385257,0.47398258994765796,0.5321514799237745,0.6139992648128927,0.5923549464726638,0.9179403113776917,True,0.9228889861153998,0.9105291111130795,0.7814779631694239,0.7270584751178937,212.3253870930057,0.03121803211979568,LR,Murmur2Vec,3,24651,3
0.7276190476190476,0.46777583783046334,0.717164759837327,0.7276190476190476,0.6945127669760794,0.7265898398621995,0.46777583783046334,0.5401728971921849,0.6105695762382718,0.5900255943895077,0.9249304524580828,True,0.9262576861296611,0.9166192159936933,0.7818495546100104,0.723971989579323,202.62122234189883,0.031327578937634826,LR,Murmur2Vec,4,24651,3
0.7157142857142857,0.4416972821828622,0.7082770081233603,0.7157142857142857,0.6792274807974003,0.6925042750751818,0.4416972821828622,0.5060914754387356,0.5929733763329083,0.5688089676178527,0.8680327121018577,True,0.9017038340404514,0.8623073675639453,0.7696399648406493,0.7103777304023698,0.6236586458981037,0.006035062950104475,DT,Murmur2Vec,0,24651,3
0.7209523809523809,0.4536799627349886,0.7120629997588295,0.7209523809523809,0.6858139904245438,0.7031003238841819,0.4536799627349886,0.5261668727610765,0.6008891339437608,0.5764428426722306,0.8622754701532344,True,0.8983984797966703,0.8534860862511968,0.7716560761789849,0.7164607121029026,0.6255978499539196,0.005928242113441229,DT,Murmur2Vec,1,24651,3
0.7342857142857143,0.4582913408205184,0.7322488154266821,0.7342857142857143,0.7047165975399575,0.7166767320122926,0.4582913408205184,0.5361322647055148,0.6215259164683314,0.5997479211177547,0.8844541018023396,True,0.9069371358254609,0.8776292414182811,0.7844235139669499,0.7193467392269388,0.6337426779791713,0.006082270992919803,DT,Murmur2Vec,2,24651,3
0.7204761904761905,0.44917881472559723,0.699332927137988,0.7204761904761905,0.6832350858011291,0.6424533147026843,0.44917881472559723,0.5030040235915756,0.6000739595396489,0.5787560745820794,0.8788165237513894,True,0.8989592228922771,0.8772163919418942,0.7768567418708827,0.7144465319932933,0.6661704941652715,0.005883798003196716,DT,Murmur2Vec,3,24651,3
0.7204761904761905,0.45888020850691896,0.7139298943046974,0.7204761904761905,0.6874917116399112,0.7137399564383773,0.45888020850691896,0.5258812736354305,0.6001510034200483,0.580223975895655,0.8750507641135457,True,0.9010257939775946,0.8734344228581776,0.7782603340647197,0.7193610285291285,0.5961240360047668,0.006108761997893453,DT,Murmur2Vec,4,24651,3
0.4519047619047619,0.4040024521373126,0.7820498297374958,0.4519047619047619,0.5375665718294063,0.6294840937762594,0.4040024521373126,0.40463461840495785,0.3739991434529486,0.33643259839718176,0.7416620534885033,True,0.7594634648952304,0.7389966066390877,0.7139538160822211,0.6889991267996664,0.04961103084497154,0.9358719950541854,NB,Spike2Vec,0,24651,3
0.24666666666666667,0.35429856378631636,0.7356089267399376,0.24666666666666667,0.34359065454620624,0.6090769952698603,0.35429856378631636,0.36768617659792097,0.21394619330280484,0.17847689586820026,0.711565558479144,True,0.6589793089153323,0.7113604745207223,0.6091953532740709,0.6593854343147069,0.0478257869835943,0.9358161699492484,NB,Spike2Vec,1,24651,3
0.43857142857142856,0.3915190930505211,0.7606186186689575,0.43857142857142856,0.5264536199936946,0.5942750182167824,0.3915190930505211,0.40594366405987437,0.36478203182445035,0.3230335120148633,0.7550054501564176,True,0.7563029695093224,0.7521363306330081,0.7074004160179962,0.6824595654351694,0.04773004585877061,0.9360557999461889,NB,Spike2Vec,2,24651,3
0.23523809523809525,0.38882450509808364,0.7192553118118047,0.23523809523809525,0.32366429594453655,0.5745377129132745,0.38882450509808364,0.38758611428988543,0.21236480191663207,0.17548950268517205,0.7418460640094935,True,0.6367864036030035,0.7445625649265449,0.6051419925176851,0.6764641612998455,0.047549615846946836,0.936465228907764,NB,Spike2Vec,3,24651,3
0.43333333333333335,0.4079342536851872,0.7508301470665576,0.43333333333333335,0.5183876583233692,0.5929870803594937,0.4079342536851872,0.40311233767263893,0.35607491259935325,0.3186627249619456,0.7335023084257739,True,0.7300339536810049,0.7324785887549021,0.7040289034318599,0.6905138951804055,0.047583380015566945,0.9353728170972317,NB,Spike2Vec,4,24651,3
0.6838095238095238,0.3999551514615945,0.69636780440981,0.6838095238095238,0.6457023446652583,0.7261323517272937,0.3999551514615945,0.46250141304537085,0.5432525832565883,0.517738767556934,0.7795710488965611,True,0.8583843967472566,0.771842012390033,0.747039771286598,0.6884793835165517,0.003762050997465849,1.704979975009337,KNN,Spike2Vec,0,24651,3
0.6852380952380952,0.37832231144081346,0.6698582207365185,0.6852380952380952,0.6481598410663548,0.585746615005693,0.37832231144081346,0.436423303167318,0.5446497361560194,0.5202045689272574,0.7673554252321775,True,0.8542295980087558,0.7583484248466406,0.7492403800583806,0.677762991177606,0.0036644069477915764,1.6838982729241252,KNN,Spike2Vec,1,24651,3
