accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,kappa,roc_auc_ovr_macro,roc_auc_available,roc_auc_ovr_weighted,roc_auc_ovo_macro,roc_auc_hardlabel_ovr_weighted,roc_auc_hardlabel_ovr_macro,train_time,test_time,classifier,corpus,embedding,split,m,k,dim,shard
0.7934093789607097,0.6520212267133156,0.7828499673709788,0.7934093789607097,0.7835443685383655,0.67192168309619,0.6520212267133156,0.641405291348777,0.7470662376133864,0.7466461000200939,0.9763460731127336,True,0.9813808318319506,0.9628274211154414,0.8883505997074226,0.8209356406160861,195.84624229499605,0.0192246970254927,LR,dedup,Murmur2Vec,10,28129,3,28129,2
0.7946768060836502,0.6695215100245963,0.7823075004131101,0.7946768060836502,0.7866173977015799,0.6720042599186873,0.6695215100245963,0.6675150603955768,0.7486194584924888,0.7482748026657844,0.97630605312455,True,0.982148113998654,0.9641769254988316,0.8890790223591669,0.8297188923922602,185.9950763480156,0.0198690310353413,LR,dedup,Murmur2Vec,11,28129,3,28129,2
0.7997465145754119,0.6630700198017059,0.7858924220882818,0.7997465145754119,0.7889321209703167,0.6460022345301927,0.6630700198017059,0.6480654059496531,0.7552772304736651,0.7546434159638643,0.9768235415568342,True,0.9816282695341826,0.9568319307607612,0.8920547531557455,0.8266284077715688,193.43169284198663,0.0194528499851003,LR,dedup,Murmur2Vec,12,28129,3,28129,2
0.7997465145754119,0.6694179138915176,0.7837441295724646,0.7997465145754119,0.7879800337418684,0.6713371281232029,0.6694179138915176,0.6635856987650838,0.7545328388763858,0.7540824499039307,0.9792615686496636,True,0.9817749695738284,0.96078021525706,0.8906317741108218,0.8297376739507961,190.7818721780204,0.0189479729742743,LR,dedup,Murmur2Vec,13,28129,3,28129,2
0.8060836501901141,0.6677074952826536,0.7951863820310328,0.8060836501901141,0.7942679277344795,0.6691331766458121,0.6677074952826536,0.6548976140153454,0.7629180722548251,0.7624256331636238,0.9756329960782324,True,0.980008378693458,0.961307390760022,0.8955526507181724,0.8291061408557892,178.42386701400392,0.0199929840164259,LR,dedup,Murmur2Vec,14,28129,3,28129,2
0.7731305449936628,0.6269553648340832,0.767051019169349,0.7731305449936628,0.7645109523363318,0.639623286900236,0.6269553648340832,0.6111720632728598,0.7227539599473227,0.7221672492922918,0.8079534641284816,True,0.878467197651678,0.8045956672940435,0.878467197651678,0.8079534641284816,0.5014231980312616,0.0036026489688083,DT,dedup,Murmur2Vec,10,28129,3,28129,2
0.7667934093789607,0.624556818005713,0.7650076650944493,0.7667934093789607,0.7626491713848694,0.6540474621689064,0.624556818005713,0.6302328078443815,0.7151563330152351,0.7144947373389343,0.8065860796535277,True,0.874768754314767,0.8033392856220402,0.874768754314767,0.8065860796535277,0.485054676013533,0.0036119170254096,DT,dedup,Murmur2Vec,11,28129,3,28129,2
0.7667934093789607,0.6183972243084453,0.7556441454430246,0.7667934093789607,0.7579142596509534,0.5957117596601145,0.6183972243084453,0.5991665228717403,0.7151181260179778,0.7146053058376008,0.8035198815007984,True,0.8750679256246677,0.8001128317806142,0.8750679256246677,0.8035198815007984,0.4981131029780954,0.0036194210406392,DT,dedup,Murmur2Vec,12,28129,3,28129,2
0.7845373891001267,0.6145942017696517,0.7738802996413289,0.7845373891001267,0.775334398476326,0.6365533212018544,0.6145942017696517,0.6176458648920585,0.7359822192392093,0.7354443087883455,0.8019932358303606,True,0.8833149688017672,0.7981207723555318,0.8833149688017672,0.8019932358303606,0.4872589890146628,0.0035642280126921,DT,dedup,Murmur2Vec,13,28129,3,28129,2
0.7807351077313055,0.659150174500035,0.7812237619705511,0.7807351077313055,0.7763710803338162,0.6757284147363563,0.659150174500035,0.6467839534383416,0.7320680061612314,0.7318593458402907,0.8242386207539899,True,0.8825977370873943,0.821459615214304,0.8825977370873943,0.8242386207539899,0.5172594439936802,0.003601067001,DT,dedup,Murmur2Vec,14,28129,3,28129,2
0.5982256020278834,0.2729469352078366,0.6041069669217766,0.5982256020278834,0.5762314128302916,0.4507445001491761,0.2729469352078366,0.3036628043372139,0.4949659490120204,0.4900897852005285,0.6429293838368321,True,0.7815039681683972,0.6367175874600473,0.7581817848191362,0.6254817305502427,0.0186245419899933,0.2485250839963555,NB,dedup,Spike2Vec,10,28129,3,3492,2
0.5538656527249683,0.2305924484133423,0.580587703571274,0.5538656527249683,0.5387235398211443,0.4029944590394569,0.2305924484133423,0.2634548436545785,0.4395798532392677,0.4331676752421092,0.6077934131300967,True,0.743577119237321,0.6017778189544364,0.7337523355963987,0.603194057642871,0.0159036600380204,0.2447726370301097,NB,dedup,Spike2Vec,11,28129,3,3492,2
0.550063371356147,0.2893669827973399,0.6100726390606841,0.550063371356147,0.5545579701531972,0.5223030342850952,0.2893669827973399,0.3388974895633864,0.4436052326150163,0.4401582215861733,0.6445413454151239,True,0.7493946101402553,0.6394365912336947,0.7345319572900247,0.6326167621845801,0.0172863869811408,0.2439580039936117,NB,dedup,Spike2Vec,12,28129,3,3492,2
0.605830164765526,0.3380074625298286,0.6041764079824828,0.605830164765526,0.5791549119361142,0.5613755693018315,0.3380074625298286,0.3879588321967135,0.5007130573779295,0.4933431066878653,0.6724952439876255,True,0.7745155635873353,0.6673585758860998,0.7552144432859839,0.6578771150506408,0.017292758973781,0.2437403609510511,NB,dedup,Spike2Vec,13,28129,3,3492,2
